سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
125000,كيا,سبورتاج,2018,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,131000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,01 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|#KIA_SPORTAGE_GT_Line_2018|✅ محرك 2000 CC تيربو ديزل (185 حصان) .|✅ جير أوتوماتيك & دفع رباعي كامل 4 × 4  .|✅ إستيراد أوروبي GT-Line فل الفل الإضافات .|لون أبيض لؤلؤي لامع - فتحة سقف كاملة بانوراما - دفع رباعي كامل 4 × 4 - وصلة جر أصلية (هوك) مسجلة بالرخصة - إستيرنج (مقود) مضلع مختوم GT-Line - هندبريك كبسة كهربائي - باب خلفي (صندوق الجيبة) كهربائي الفتح والتسكيير - حساسات 360 درجة - نظام الإصطفاف الذاتي أوتوبارك AUTO PARK - نظام تحديد المسار على الطريق - رادار أمامي - خاصية النقطة العمياء - رشاشات ماء على الأضواء الأمامية (طصاصات) - نظام صوتي مطور أصلي من الشركة مختوم JBL -  تشغيل على البصمة - فتح وإغلاق على البصمة - جير على الإستيرنج (عالمقود) - نظام نزول المنحدرات - شاحن هاتف لاسلكي - شاشة لمس أصلية حجم كبير ملونة - مدخل MAP أصلي لخرائط الطريق - درج جانبي كروم أصلي - جنطاط مغنيسيوم كروم مميزة (نوع بلاطة) حجم كبير 19" إنش - إضاءة أمامية متحركة - إضاءة عدسات أمامية (نظام العدستين) - إضاءة أمامية زينون أصلية - ليدات أمامية أصلية على الضوء العلوي - ليدات أمامية أصلية على الطمبون - ليدات خلفية أصلية - إضاءة غرفة مخفية - ساعات تابلو ديجيتال مميزة - غرفة داخلية مميزة - صالون جلد أسود أصلي مختوم GT-Line -- بوضعية الشركة - مقاعد أمامية عدد 2 كهربائية التحكم - حموم كراسي أمامية وخلفية - حموم طارة (حموم مقود) - تبريد كراسي - كشافات ضباب أمامية - إضاءة كشافات زينون أصلية - حساس عجل للبنشر - حساس ضوء - حساس حرارة - حساسات أمامية - حساسات لافيرس خلفية أصلية - كاميرا لافيرس ثلاثية الأبعاد - نظام إغلاق مركزي - نظام WiFi - نظام GPS - نظام مانع التزحلق ESP - نظام التوقف الفجائي ABS - نظام توفير الوقود - مدخل أصلي للهاتف - مدخل USB - مدخل AUX - بلوتوث أصلي للهاتف BLUETOOTH - نظام DRIVING MODE - نظام AUTO HOLD - نظام تثبيت السرعة CRUISE CONTROL - تحكم كامل على المقود - مكيف وحدتين إلكتروني ممتاز بارد وساخن ديجيتال - مري شفط تنطوي كهربائيا ً - تحكم مري كهربائيا ً - حملات سقف طولية أصلية - تعتيم زجاج كامل - 4 زجاج كهرباء - مفتاحين بصمة أصليان . . . .|والعديد من الإضافات المميزة . . . . . . . . . .|✅ الجيب إستيراد أوروبي (لون أبيض لؤلؤي لامع) .|✅ الجيب مميز من جميع النواحي وفل مسكر إضافات GT-Line (أعلى فئة إضافات موجودة في جيبات الكايا سبورتاج) .|✅ الجيب جديد بوضعية الشركة وفحصه ُ نخب ممتاز (دهان الشركة) .|✅ شاصي ، فخدات ، عمدان ، مارشات ، واجهات ، بلاطات ، محرك وجير 100% .|✅ أصحاب سابقون : 01 يد أولى .|✅ ترخيص وتأمين شامل VIP ساري المفعول لغاية شهر 3 سنة 2022 .|✅ الجيب موديل وإنتاج 2018 / ترخيص 2017 .|♦️ البيع فقط نقدا ً . . . .|♦️ إمكانية التبديل واردة  . . . .|♦️شيكات مرفوووووووووووض نهائيا ً . . . . .|بيت لحم / بيت جالا . . . . . . . . . . . . . . .|للإستفسار : -|0595264264|0566506655
107000,كيا,سبورتاج,2019,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1700 ,50000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد صفر  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|البيع بدفعة ( 70|000 ) كاش والباقي شيكات شخصية حتى 12 شهر|‏‎✅ شاشه اندرويد|‏‎✅ كاميرا|‏‎✅ اضوية أمامية وخلفية ليد LED|‏‎✅ تحكم استيرنغ|‏‎✅ مثبت سرعه|‏‎✅ تدفئة كراسي امامي|‏‎✅ بصمة ابواب|‏‎✅ تدفئة استيرنغ|‏‎✅ جنطات 17|‏‎✅ مرايا كهربائيه|‏‎✅ ستيرنج رياضي مميز|‏‎✅ حساسات خلفي|‏‎✅ كراسي جلد‏|✅نوع الوقودee :ديزل|✅حجم المحرك :1700|✅عدد الأحصنة 150|‎والعديد العديد من الاضافات✨✨|جنين -بير الباشا -مقابل كازية رالي|☎️للاستفسار :جوال 0599441460|وطنية 0568389999
125000,ميتسوبيشي,L200,2011,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500 ,1 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,? ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|‏‏￼ ميتسوبيشي هنتر 2012.  4 / 4|ترخيص 2011|اصل اصل برايفت|جير عادي|مطور 2500 ديزل|فحص ميه الميه مطور جير بودي|عبد الله شومان 0597819175
64000,سيت,ابيزا,2015,خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200 ,93000 ,null,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|وسادة حماية هوائية|فحص ممتاز|ماتور ١٢٠٠ تيربو|تومتيك اصل مش محولة
39000,هونداي,كليك,2008,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,70000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره اصل كوري|تامين و ترخيص لشهر 7 سنة 20|كشافات اصل
88000,ميتسوبيشي,L200,2009,أبيض ,ديزل ,حكومي ,فلسطينية ,عادي ,الكتروني ,2500 ,00000000 ,null,نقدا فقط ,للبيع فقط ,يد  ١ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السياره بالصلاة على النبي اصل حكومي دهان شركه مش ناقصه برغي 4×4|البيع نقدا فقط الرجاء عدم الإحراج|الصور للتوضيح
55000,ستروين,بيرلينجو,2014,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,0 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانية ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|سياره بصلاة على النبي|فحص نخب نخب|مسجل شاشة|كاميرا خلفية|حساسات|قير متور نخب|حملات سقف|كشافات
122000,كيا,سبورتاج,2020,خمري ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,40 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى  ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
42000,فورد,فوكس,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,0000000000000000 ,4+1 ,نقدا فقط ,للبيع فقط ,٠٠٠٠٠٠٠ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|فحص نخب اصل|شركه السياره|فحص حجاوي داخلها|صلات النبي|مش|ناقص|ها برغي
67000,كيا,ريو,2017,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,45000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|فتحة سقف|وسادة حماية هوائية|كيا ريو إنتاج وترخيص 2017، ترخيص سنة كاملة + تأمين شامل|4 شبابيك كهربا + سنتر لوك + فرش داخلي بيج|مرايا شفط + فتحة سقف|الكفالة من الشركة سارية لحد 100.000 كلم او 5 سنوات من تاريخ الشراء|إمكانية الصيانة بوكالة كيا مع وجود ملف السيارة كامل+ غيار زيد فرامل بوجيات +تفقد السيارة بالكامل|الرجاء الاتصال للمعني فقط|والإعلان للمرة الثانية بسبب عدم جدية المشتري
38000,فورد,فيستا,2015,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,83000 ,4+1 ,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|فورد فيستا ٢٠١٥ ترخيص ٢٠١٤|برايفت ترخيص و تأمين جديد عداد ٨٣ الف كيلو|ماتور ١٢٥٠ بنزين چير عادي|غمازات عالمري .. جنط ١٥ مميز جديد ..مزچان حامي بارد ..تحكم ستيرنچ .. مسجل شركة + aux .. تحكم مري.. شبابيك كهربا .. اغلاق مركزي .. مخدات رأسية|موجودة برام الله|الدفع كاششش|للاستفسار ٠٥٩٧٤٩٨٣٩٩
53000,هونداي,اكسنت,2014,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,180 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانيه ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|ترخيص وتأمين|سنة
53000,هونداي,اكسنت,2013,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,4+1 ,نقدا فقط ,للبيع فقط ,٣ ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
22500,سيت,قرطبة,2007,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,000000 ,4+1 ,نقدا فقط ,للبيع فقط ,٧ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|وسادة حماية هوائية|رخصة وتامين لشهر٨/٢٠٢٢|تنازل فوري|فحص بولتكنيك مع الصور|البيع كاش|اقتصادية جدا
109000,هونداي,توسان,2018,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,93000 ,null,نقدا فقط ,للبيع أو التبديل ,يد اولا ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|توسان 4/4 18 ترخيص17 كل الاضافات ما عدا فتحه ترخيص مع تامين طويل الرجاء للمعنيين بالشراء /الشيكات مرفوضه  لدات جنط 18 شاشه اند رويد كبيره بصمه جلد تدفئه مع تبريد كراسي  صيانه جديده
52000,نيسان,ميكرا,2016,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,60000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد صفر ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|وسادة حماية هوائية|السيارة أصل شركة وعداد قليل السيارة بوضع ممتاز وفحص ممتاز
37000,كيا,برايد,2007,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,null,null,نقدا فقط ,للبيع فقط ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|ترخيص تامين اليوم السياره نخب
37000,بيجو,301,2016,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,null,5+1 ,نقدا فقط ,للبيع أو التبديل ,يد أولى ,مُكيّف|إغلاق مركزي|مسجل CD|وسادة حماية هوائية|تعديل مطور جديد موديل ٢٠١٨|نفل ميكانيك جديد|قوة المطور ١٦٠٠ تيربو
40000,سكودا,اوكتافيا,2008,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,100000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثالثة ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة اصل عمومي اسرائيلي وليس ضفة ، تم استلامها بعد التحويل
68000,كيا,ريو,2017,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,39 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,مُكيّف|إغلاق مركزي|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|السيارة ولا غرام بوية عليها|فل اضفات معادة فتحة|تأمين وترخيص لأخر السنة|مسجل شاشة أندرويد|الدفع كاش|في مجال لبدل
120000,مرسيدس,C200,2001,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,00000 ,4+1 ,نقدا فقط ,للبيع فقط ,00000 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
28000,فولكسفاجن,تيجوان,2008,سكني ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,2000 ,230000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,null,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|تيجوان 2008 مطور 2000 تيربو بنزين دفع رباعي|قانوني اسرائيلي تيست لشهر 6 / 2022|فتحة سقف كامل بانوراما|تحكم ستيرنج|شاشة 8 انش تتش مع dvd|شاشتين كراسي خلفية|كاميرا خلفية مع حساسات امامي خلفي|كراسي جلد فل كهربا ومساج|الجيب شيتح وشارع مع زر لل off road|جير اوتاماتيك 6 غيار|هاند بريك كهربا مع اوتو هولد|الجيب سيورت بالرخصة مش كومفرت لاين
93000,فولكسفاجن,كادي,2017,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,73000 ,6+1 ,إمكانية التقسيط ,للبيع فقط ,٣ ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية|للبيع دفعة ٥٠ الف وشكات ٢٥٠٠ على ١٠٠ الف|كاش ٩٣ الف من الاخر|مديل ٢٠١٧ ترخيص ٢٠١٦|مطور ٢٠٠٠|جير عادي|اصل الماني|٧ ركاب|هوك|كشافات|حمالات|مبطنة من جوا|جنط ١٧ جديد|للمعني يرن ع رقم ٠٥٩٨٠٣٨٨٨٧
21000,اوبل,استرا,1999,أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,180000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,3 ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
30000,بيجو,207,2008,زيتي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,150000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانيه ,مُكيّف|إغلاق مركزي|جهاز إنذار|مسجل CD|فتحة سقف|جنطات مغنيسيوم|فرش جلد|وسادة حماية هوائية
